2014-12-18,40,37,42,31,42,-1,63,1919,1984,0,0.12,1.3
2014-12-19,35,31,38,31,42,-1,58,1884,1931,0,0.12,1.58
2014-12-20,32,30,33,31,42,-4,60,1942,2002,0,0.12,1.82
2014-12-21,34,31,36,30,41,-1,65,1942,2013,0,0.13,2.49
2014-12-22,40,35,44,30,41,2,71,1872,2013,0.04,0.12,2.18
2014-12-23,45,43,46,30,41,-1,66,1883,1990,0.16,0.13,1.61
2014-12-24,51,44,58,30,41,6,63,1983,1996,0.8,0.13,1.42
2014-12-25,53,44,62,29,40,-1,64,1980,1982,0.09,0.13,1.3
2014-12-26,45,40,50,29,40,3,63,1914,1982,0,0.12,1.66
2014-12-27,50,44,55,29,40,6,63,1872,1949,0,0.12,2.14
2014-12-28,49,43,54,29,40,8,65,1917,1982,0.1,0.12,1.35
2014-12-29,39,34,44,28,39,-6,70,1917,1984,0,0.11,2.52
2014-12-30,31,28,34,28,39,-13,65,1917,1984,0,0.12,1.69
2014-12-31,30,27,32,28,39,-7,63,1917,1965,0,0.11,2.31
2015-01-01,33,27,39,28,39,-4,62,1918,1966,0,0.12,2.05
2015-01-02,39,35,42,28,39,2,68,1918,1876,0,0.12,1.92
2015-01-03,38,33,42,28,39,-4,64,1879,2000,0.71,0.12,2.42
2015-01-04,49,41,56,27,39,-3,66,1918,1950,0.3,0.12,2.73
2015-01-05,35,21,49,27,38,-4,64,1904,1993,0,0.12,1.5
2015-01-06,21,19,22,27,38,-2,72,1896,2007,0.05,0.13,1.65
2015-01-07,16,9,23,27,38,4,64,2014,1907,0,0.12,2.67
2015-01-08,15,8,21,27,38,2,65,1968,1998,0,0.11,1.25
2015-01-09,26,19,33,27,38,-1,64,1968,1937,0.07,0.13,1.42
2015-01-10,20,16,23,27,38,-6,60,1875,1876,0,0.12,1.72
2015-01-11,28,18,37,27,38,3,63,1968,1975,0,0.12,1.46
2015-01-12,37,35,39,27,38,2,64,1981,1890,0.36,0.13,2.35
2015-01-13,27,17,36,27,38,-3,68,1914,1932,0,0.12,1.44
2015-01-14,24,16,32,27,38,-5,70,1914,1932,0,0.12,2.06
2015-01-15,30,25,35,27,38,0,67,1957,1932,0,0.13,1.27
2015-01-16,32,20,43,27,38,1,58,2004,1995,0,0.12,1.44
2015-01-17,25,17,32,27,38,-2,63,1977,1990,0,0.12,1.36
2015-01-18,37,31,42,27,38,0,66,1982,1990,2.1,0.11,2.1
2015-01-19,39,36,42,27,38,-3,64,1875,1951,0,0.12,2.39
2015-01-20,36,32,40,27,38,0,61,1994,2006,0,0.11,1.41
2015-01-21,31,25,36,27,38,-2,63,1985,2006,0,0.12,3.45
2015-01-22,36,31,40,27,38,0,61,1888,1959,0,0.12,1.7
2015-01-23,34,28,39,27,38,-3,62,1936,1906,0,0.11,2.55
2015-01-24,36,33,39,27,38,-6,68,1882,1967,0.72,0.11,2.18
2015-01-25,37,31,42,27,38,2,60,1945,1967,0,0.11,1.8
2015-01-26,27,22,31,27,39,3,72,1927,1950,0.48,0.11,2.19
2015-01-27,25,20,30,27,39,-1,69,1927,1916,0.36,0.11,1.94
2015-01-28,25,16,34,27,39,-2,66,1925,1916,0,0.11,1.87
2015-01-29,28,19,36,27,39,0,69,1873,2002,0.02,0.11,1.03
2015-01-30,29,19,38,27,39,2,64,1873,2006,0.06,0.11,1.19
2015-01-31,20,13,26,27,39,-1,63,1920,1947,0,0.12,1.51
2015-02-01,28,20,36,27,39,-2,67,1920,1989,0.03,0.11,2.12
2015-02-02,24,14,34,27,39,-3,59,1881,1988,1.02,0.11,2.98
2015-02-03,20,13,26,27,39,0,64,1955,1991,0,0.11,1.55
2015-02-04,34,24,43,28,40,0,68,1918,1991,0,0.1,2.1
2015-02-05,28,14,42,28,40,-6,70,1918,1991,0,0.11,1.43
2015-02-06,20,12,27,28,40,-4,68,1895,2008,0,0.11,2.74
2015-02-07,33,25,40,28,40,1,54,1910,1938,0.02,0.11,2.96
2015-02-08,33,29,37,28,40,-7,61,1934,1965,0,0.11,1.15
2015-02-09,27,25,29,28,40,-15,63,1934,1990,0.09,0.1,1.74
2015-02-10,33,26,40,28,41,-6,61,1899,2001,0.01,0.11,2.63
2015-02-11,28,22,34,28,41,-2,65,1899,1960,0,0.1,2.74
2015-02-12,28,16,40,28,41,-3,62,1914,1999,0,0.11,1.66
2015-02-13,15,8,21,29,41,-1,64,1914,1951,0,0.1,2.42
2015-02-14,24,16,32,29,41,2,63,1916,1946,0.02,0.11,1.59
2015-02-15,15,4,25,29,42,-8,73,1943,1949,0,0.1,1.73
2015-02-16,12,3,21,29,42,1,71,1888,1954,0,0.12,1.4
2015-02-17,21,14,27,29,42,-5,67,1896,1976,0.14,0.11,1.49
2015-02-18,26,19,33,29,42,0,68,1979,1981,0,0.11,1.5
2015-02-19,18,8,27,30,42,1,66,1936,1997,0,0.11,2.15
2015-02-20,11,2,19,30,43,2,69,2015,1939,0,0.11,3.07
2015-02-21,23,13,32,30,43,4,68,1896,1930,0.61,0.11,1.86
2015-02-22,38,32,43,30,43,8,69,1963,1997,0.1,0.11,2.39
2015-02-23,23,8,38,30,43,5,70,1889,1985,0,0.12,1.38
2015-02-24,14,4,24,30,44,-4,75,1873,1985,0,0.12,1.69
2015-02-25,29,20,37,31,44,1,75,1914,1930,0,0.11,2.11
2015-02-26,27,21,32,31,44,7,65,1990,1890,0,0.12,1.87
2015-02-27,24,18,30,31,44,5,72,1900,1997,0,0.12,1.56
2015-02-28,21,13,29,31,45,5,67,1934,1976,0,0.12,1.21
2015-03-01,28,24,31,31,45,5,73,1884,1972,0.52,0.13,2.95
2015-03-02,33,27,39,32,45,9,72,1891,1972,0,0.12,2.41
2015-03-03,30,22,37,32,45,11,65,2003,1991,0.67,0.12,2.25
2015-03-04,40,35,45,32,46,7,70,1943,1974,0.25,0.13,1.65
2015-03-05,30,19,40,32,46,3,72,1872,1880,0.76,0.13,1.81
2015-03-06,20,12,27,32,46,6,68,1872,1935,0,0.13,2.63
2015-03-07,28,18,38,33,47,7,74,1890,1946,0,0.13,1.87
2015-03-08,43,37,49,33,47,8,76,1883,1987,0,0.14,1.78
2015-03-09,47,40,54,33,47,11,69,1996,2000,0.01,0.13,1.82
2015-03-10,46,39,53,33,48,12,74,1929,2006,0.46,0.13,1.62
2015-03-11,52,44,59,34,48,14,73,1960,1977,0.01,0.13,2.94
2015-03-12,42,36,47,34,48,8,71,1888,1890,0,0.13,2.33
2015-03-13,37,31,43,34,49,6,85,1888,1990,0,0.12,3.86
2015-03-14,46,40,51,35,49,15,75,1896,1946,0.81,0.14,1.02
2015-03-15,40,36,44,35,49,14,77,1993,1990,0,0.14,1.81
2015-03-16,44,35,52,35,50,13,82,1911,1990,0,0.14,2.03
2015-03-17,46,34,57,35,50,9,75,1916,1945,0.02,0.15,1.42
2015-03-18,34,29,39,36,50,7,77,1916,1989,0,0.14,3.1
2015-03-19,36,29,43,36,51,8,76,1967,1918,0,0.15,2.19
2015-03-20,34,29,38,36,51,11,83,1885,1945,0.4,0.15,1.93
2015-03-21,38,29,47,37,51,10,84,1885,1921,0,0.15,2.37
2015-03-22,36,28,43,37,52,12,78,1885,2012,0,0.15,3.44
2015-03-23,31,23,38,37,52,12,76,1875,1923,0,0.16,1.6
2015-03-24,36,26,45,37,52,12,76,1888,1988,0,0.15,2.05
2015-03-25,42,34,49,38,53,13,79,1878,1963,0.05,0.15,4.25
2015-03-26,52,42,62,38,53,20,76,1960,1922,0.32,0.15,1.42
2015-03-27,43,39,46,38,54,20,83,1894,1998,0.27,0.16,1.79
2015-03-28,33,26,40,39,54,13,84,1923,1945,0,0.15,2.98
2015-03-29,36,25,46,39,54,10,86,1923,1945,0,0.15,2.03
2015-03-30,45,36,54,39,55,16,82,1887,1998,0,0.16,2.45
2015-03-31,41,35,47,40,55,14,86,1923,1998,0.17,0.15,2.2
2015-04-01,42,32,51,40,56,12,83,1923,1917,0,0.16,1.89
2015-04-02,54,41,67,40,56,22,81,1919,1967,0,0.16,1.93
2015-04-03,62,59,64,41,56,24,81,1954,1981,0.04,0.16,1.9
2015-04-04,51,42,60,41,57,21,80,1874,1892,0.01,0.16,1.99
2015-04-05,52,42,61,41,57,20,80,1874,1928,0,0.16,2.76
2015-04-06,53,42,63,42,58,21,79,1982,1947,0,0.15,2.52
2015-04-07,52,42,62,42,58,21,92,1982,2010,0.15,0.16,1.35
2015-04-08,41,37,45,42,58,25,90,1982,1991,0,0.15,1.93
2015-04-09,40,37,43,43,59,25,86,1977,1991,0,0.16,3.42
2015-04-10,48,39,56,43,59,28,86,1997,1922,0.17,0.17,4.31
2015-04-11,51,44,57,43,60,24,84,1909,1955,0,0.16,1.1
2015-04-12,55,43,66,44,60,22,90,1874,1977,0,0.16,2.12
2015-04-13,59,50,68,44,60,25,88,1874,1977,0,0.16,1.26
2015-04-14,60,55,65,44,61,26,85,1950,1941,0.01,0.16,2.72
2015-04-15,62,51,72,45,61,28,87,1943,1941,0,0.15,7.57
2015-04-16,58,52,64,45,62,29,92,1928,2002,0,0.14,3.29
2015-04-17,63,55,71,45,62,28,96,1875,2002,0.08,0.15,1.29
2015-04-18,70,59,80,46,62,25,96,1875,1976,0,0.14,2.19
2015-04-19,56,48,64,46,63,21,92,1875,1976,0,0.15,1.96
2015-04-20,52,46,57,46,63,24,90,1897,1927,1.37,0.14,1.96
2015-04-21,59,52,65,47,63,26,87,1875,1923,0.2,0.14,2.28
2015-04-22,59,48,69,47,64,33,86,1947,2001,0.05,0.14,2.45
2015-04-23,47,41,52,47,64,32,86,1930,2007,0,0.14,2.34
2015-04-24,46,39,52,48,64,31,87,1930,2001,0,0.14,2.17
2015-04-25,50,38,62,48,65,29,91,1919,1915,0,0.14,1.68
2015-04-26,55,46,64,48,65,31,92,1919,2009,0,0.14,1.88
2015-04-27,56,49,62,48,65,36,92,1932,1915,0,0.14,2.04
2015-04-28,61,50,71,49,66,34,90,1934,1990,0,0.15,2.74
2015-04-29,64,50,78,49,66,32,89,1874,1974,0,0.14,0.91
2015-04-30,58,48,67,49,66,30,91,1875,1942,0,0.13,4.97
2015-05-01,56,49,63,50,67,35,87,1880,2001,0,0.12,2.48
2015-05-02,61,48,74,50,67,37,90,1903,2001,0,0.12,1.1
2015-05-03,66,51,80,50,67,36,90,1874,2001,0,0.13,1.66
2015-05-04,71,57,85,50,68,38,92,1917,2001,0,0.13,2.02
2015-05-05,76,66,85,51,68,34,90,1891,1980,0,0.13,1.55
2015-05-06,66,59,73,51,68,32,92,1891,1986,0,0.13,1.46
2015-05-07,68,56,80,51,68,37,93,1891,2000,0,0.14,3.82
2015-05-08,69,56,82,52,69,37,91,1947,2000,0,0.12,3.02
2015-05-09,64,57,70,52,69,35,94,1947,1979,0,0.13,1.42
2015-05-10,72,61,83,52,69,36,94,1966,1979,0,0.13,2.1
2015-05-11,77,70,84,52,70,36,92,1913,1993,0,0.12,1.67
2015-05-12,75,64,86,53,70,40,93,1907,1881,0,0.13,1.84
2015-05-13,62,53,70,53,70,39,89,1895,1956,0,0.12,1.66
2015-05-14,62,50,73,53,70,40,88,1878,1900,0,0.12,3.38
2015-05-15,65,55,75,54,71,42,90,1947,1900,0,0.13,1.16
2015-05-16,66,57,75,54,71,42,90,1878,1951,0.3,0.13,2.66
2015-05-17,74,64,83,54,71,39,92,1956,1974,0.02,0.13,1.05
2015-05-18,68,60,75,55,71,41,90,1973,1936,0,0.13,2.18
2015-05-19,70,59,80,55,72,38,99,1976,1962,0,0.13,2.02
2015-05-20,61,54,67,55,72,43,96,2002,1996,0,0.14,2.03
2015-05-21,57,52,62,55,72,40,93,1907,1996,0,0.14,1.94
2015-05-22,65,55,74,56,72,44,96,1990,1941,0,0.15,1.25
2015-05-23,60,49,70,56,73,43,94,1963,1964,0,0.15,2.7
2015-05-24,69,56,81,56,73,39,93,1963,1975,0,0.15,2.07
2015-05-25,75,64,85,57,73,41,95,1925,1880,0,0.15,0.86
2015-05-26,78,67,88,57,74,42,95,1967,1880,0,0.15,1.28
2015-05-27,78,70,85,57,74,41,96,1961,1880,0.08,0.14,2.62
2015-05-28,78,70,85,58,74,43,94,1961,1959,0,0.14,1.16
2015-05-29,75,65,85,58,74,43,97,1902,1969,0,0.16,3.99
2015-05-30,76,67,85,58,75,42,97,1884,1987,0,0.15,2.19
2015-05-31,72,57,87,59,75,46,96,1938,1939,1.46,0.15,3.13
2015-06-01,55,51,58,59,75,44,96,1945,1895,0.72,0.16,2.6
2015-06-02,53,50,55,59,76,48,96,1946,1895,0.37,0.16,2.79
2015-06-03,61,52,70,60,76,45,95,1929,1895,0,0.16,3.01
2015-06-04,60,54,65,60,76,48,99,1926,1925,0,0.16,2.75
2015-06-05,63,55,70,60,76,47,99,1945,1925,0.13,0.16,2.8
2015-06-06,68,60,76,61,77,47,98,1945,1925,0.19,0.16,2.62
2015-06-07,65,55,74,61,77,47,96,1897,1925,0,0.16,4.16
2015-06-08,71,63,79,61,77,47,95,1932,1933,0.06,0.16,1.47
2015-06-09,76,68,83,62,78,47,97,1980,1933,0.01,0.16,2.55
2015-06-10,74,65,82,62,78,49,96,1972,2008,0,0.16,2.07
2015-06-11,81,72,89,62,78,46,95,1972,1973,0,0.16,1.14
2015-06-12,81,73,88,63,78,48,93,1979,1973,0,0.16,2.18
2015-06-13,79,72,86,63,79,51,96,1953,1961,0,0.16,1.71
2015-06-14,77,66,88,63,79,49,99,1875,1956,0.36,0.16,2.54
2015-06-15,74,64,83,64,79,48,96,1933,1994,0.57,0.15,1.13
2015-06-16,72,65,79,64,80,52,97,1927,1891,0.27,0.15,1.31
2015-06-17,74,66,82,64,80,51,96,1926,1957,0,0.16,1.82
2015-06-18,68,64,71,65,80,48,95,1950,1929,0,0.14,2.3
2015-06-19,78,68,87,65,80,52,98,1920,1994,0,0.14,2.16
2015-06-20,70,64,75,65,81,49,98,1914,1923,0,0.13,1.39
2015-06-21,80,71,88,65,81,49,97,1897,1988,0.64,0.14,1.7
2015-06-22,79,70,87,66,81,52,98,1940,1988,0,0.13,1.96
2015-06-23,83,75,90,66,81,49,96,1918,1888,0.02,0.13,1.75
2015-06-24,76,68,84,66,82,52,96,1932,1888,0,0.13,1.46
2015-06-25,74,65,83,66,82,50,99,1873,1952,0,0.14,1.28
2015-06-26,75,69,81,67,82,56,100,1979,1952,0,0.13,4.29
2015-06-27,65,58,71,67,82,55,101,1940,1966,1.12,0.12,2.11
2015-06-28,68,62,73,67,83,54,96,1995,1991,0.29,0.13,1.69
2015-06-29,70,63,76,67,83,52,101,1919,1934,0,0.12,2.57
2015-06-30,75,68,82,67,83,53,99,1919,1964,0,0.13,3.07
